"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","MAC"
"Gogalwadi(E) B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Gohe BK B.O","410509","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Gopalwadi B.O","413801","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Hol B.O","412306","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Indapur Bazar S.O","413106","S.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Jalgaon Kadepathar B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Jambhali BK B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Jejuri S.O","412303","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Kalamb B.O","413114","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Karandi Khedebare B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Karanjawane B.O","412209","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Karla B.O","410405","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Karunj B.O","410405","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Kasari B.O","412208","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Kasarsai B.O","410506","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Khamundi B.O","410504","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Khandala S.O","410301","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Khandi B.O","412106","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Kiwale B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Kondhapuri B.O","412209","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Kunjirwadi B.O","412201","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Kurwande B.O","410402","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Lakhangaon B.O","412406","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Loni Deokar B.O","413132","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Mahalunge Ingale B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Mangrul B.O","412410","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Medad B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Midc Kurkumbh S.O","413802","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Moshi B.O","412105","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Muthe B.O","412115","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Nane B.O","410405","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Nhavi B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Nimgaon Ketki S.O","413120","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Nimgaon Mahalungi B.O","412209","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Nirgude B.O","413130","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Padvi B.O","412203","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Parwadi B.O","413130","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Pawananagar S.O","410406","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mawal","Pune","MAHARASHTRA","MAC"
"Pirangut S.O","412115","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Rajgurunagar S.O","410505","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Rajur B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Ranmala B.O","412303","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Sakurde B.O","412303","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Sangvi B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Sansar B.O","413104","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Shelgaon B.O","413114","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Shindavane B.O","412202","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Shivnagar S.O","413116","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Takali Bhima B.O","412208","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Takave KH B.O","410405","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Tandali B.O","412211","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Tondal B.O","412312","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Udhat B.O","413104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Undawadi K P B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Uravade B.O","412115","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Urse B.O","410506","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Vadaj B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Vadgaon Kandali B.O","412412","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Vadgaon Sahani B.O","412401","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Valati B.O","410504","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Varale B.O","410507","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Vardade B.O","411025","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Varoti BK B.O","412212","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Vithalwadi B.O","412208","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Winzer B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Yavat S.O","412214","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Andhalgaon B.O","412211","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Anthurne B.O","413114","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Avsari KH S.O","412405","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Bawada S.O","413103","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Bebedhol B.O","410506","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Belawadi B.O","413104","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Bhandgaon B.O","412214","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Bhatghar B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khandala","Satara","MAHARASHTRA","MAC"
"Bhongavali B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Bhukum B.O","412115","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Dhamane B.O","410506","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Dhangavadi B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Dorlewadi B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Gadad B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Galandwadi B.O","412203","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Gangapur KH B.O","410516","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Garade B.O","412301","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Gulunche B.O","412102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Hargude B.O","412311","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Inamgaon B.O","412210","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Javalarjun B.O","412303","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Jogwadi B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Kalas B.O","413105","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Kamdhenunagar B.O","412202","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Kanhe B.O","412106","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Karanjawane B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Kashedi B.O","412107","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Kedgaon S.O (Pune)","412203","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Kenjal B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Ketkavale B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandhar","Pune","MAHARASHTRA","MAC"
"Khamgaon BK B.O","412214","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Khopodi B.O","412203","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Khubi B.O","412409","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Kolwadi B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Korhale BK B.O","412103","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Korhale KH B.O","412103","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Kude BK B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Kule B.O","412108","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Lawale B.O","412115","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Mulshi","Pune","MAHARASHTRA","MAC"
"Mahalunge Padwal B.O","410515","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Mahude BK B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Malthan B.O","413801","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Malthan S.O","412218","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Mavdi Kade Pathar B.O","412303","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Mudhale B.O","413110","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Mukhai B.O","412208","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Nangaon B.O","412203","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Nathachi Wadi B.O","412214","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Naygaon B.O","412110","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Nirgudsar B.O","412406","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Pabal S.O","412403","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Panawadi B.O","412301","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Pangari B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Pargaon Tarfe Khed B.O","410512","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Pimpalgaon Joga B.O","412409","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Pimpri BK B.O","410505","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Pimpri Sandas B.O","412216","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Rakh B.O","412305","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Ravet B.O","412101","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Roti B.O","412219","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Sakhar B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Salumbre B.O","412101","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Shiravali B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Shirsatwadi B.O","413114","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Shivare B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Shriprayagdham B.O","412202","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Vadgaon Dalache B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Varvand S.O","412215","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Varye BK B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Velhe S.O","412212","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Waki BK B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Walki B.O","412207","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Washere B.O","412404","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Yenere B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Ala S.O (Pune)","412411","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Ambavade B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Ambavane B.O","410401","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Ambavane B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Aptale B.O","410502","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Arvi S.O (Pune)","412401","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Arvi(Haveli) B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Ashtapur B.O","412207","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Audar B.O","412404","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Avasari BK S.O","412406","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Bahul B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Baramati Court S.O","413102","S.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Barhanpur B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Belha S.O","412410","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Junnar","Pune","MAHARASHTRA","MAC"
"Belsar B.O","412303","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Bhamburde B.O","412209","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Bhavaninagar S.O (Pune)","413104","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Indapur","Pune","MAHARASHTRA","MAC"
"Bhondave Wadi B.O","412204","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Cod Dehu Road S.O","412101","S.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Dahitane B.O","412207","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Dapode B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Degaon B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Golegaon B.O","412210","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Hatve BK B.O","412213","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Inglun B.O","412106","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Kadadhe B.O","410513","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Kadam Wak Wasti B.O","412201","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Kadethan B.O","412215","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Kadve B.O","412107","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Kanakwadi B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Karawaghaj B.O","413102","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
"Karegaon B.O","412220","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Shirur","Pune","MAHARASHTRA","MAC"
"Khanapur Haveli B.O","411025","B.O","Non-Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Khor B.O","412203","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Kolvihire B.O","412303","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Purandar","Pune","MAHARASHTRA","MAC"
"Kondhanpur B.O","412205","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Koyali B.O","410501","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Khed","Pune","MAHARASHTRA","MAC"
"Kuran BK B.O","412107","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Velhe","Pune","MAHARASHTRA","MAC"
"Kurkumbh B.O","413802","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Daund","Pune","MAHARASHTRA","MAC"
"Kushire BK B.O","410509","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Ambegaon","Pune","MAHARASHTRA","MAC"
"Lonavala S.O","410401","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Maval","Pune","MAHARASHTRA","MAC"
"Loni Kalbhor S.O","412201","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Lonikand B.O","412216","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Haveli","Pune","MAHARASHTRA","MAC"
"Male B.O","412206","B.O","Delivery","Pune Moffusil","Pune","Maharashtra","Bhor","Pune","MAHARASHTRA","MAC"
"Malegaon BK S.O","413115","S.O","Delivery","Pune Moffusil","Pune","Maharashtra","Baramati","Pune","MAHARASHTRA","MAC"
