"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","STC"
"Sangor B.O","835209","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Saparom B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Sarjomdih B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Senha B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Sewai B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Shiwnathpur B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Silagain B.O","835301","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Silli S.O","835102","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Sode B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Rania","Ranchi","JHARKHAND","STC"
"Surhu B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kamdara","Gumla","JHARKHAND","STC"
"Tangar B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Taraboga B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Targa B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Telgaon B.O","835232","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Adar B.O","835231","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Ambapakhna B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Amlesha B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Asro B.O","835203","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Bamhani B.O","835216","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Murhu","Ranchi","JHARKHAND","STC"
"Baredih B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Basain B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Behrinbasa B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Thethaitangar","Simdega","JHARKHAND","STC"
"Bhatkhijri B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Bindora B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Bombalkera B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Chakla B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Chharda B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Chokahatu B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Choreya B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Dahusodang B.O","835221","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Dhedhouli B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Doranda H.O","834002","H.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Dumardih B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Dumarpath B.O","835212","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kurdeg","Gumla","JHARKHAND","STC"
"Edrumhatu B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Gariajore B.O","835212","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kurdeg","Simdega","JHARKHAND","STC"
"Ginjothakurgaon B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Goradih B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Gumla Bazar S.O","835207","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Gunia B.O","835233","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Toto","Gumla","JHARKHAND","STC"
"Haramlohar B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Hehal S.O","834005","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Hesal B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Hulhundu B.O","835221","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Hundur B.O","835217","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Jamchuajaria B.O","834010","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Namkum","Ranchi","JHARKHAND","STC"
"Jargo B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Jari B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Jariadih B.O","835234","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Jurdag B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Karanj B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Karida B.O","835232","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Nawagarh","Gumla","JHARKHAND","STC"
"Karomdajovasisai B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Karramunda B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Katulahna B.O","835222","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Khetli B.O","835230","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Noadih","Gumla","JHARKHAND","STC"
"Khora B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Kochasindri B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Kokdoro B.O","834006","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Kolebira S.O","835211","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolebira","Simdega","JHARKHAND","STC"
"Kuru S.O","835213","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Lowagain B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Mahadeo Chegri B.O","835203","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Mahuary B.O","835325","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bhandra","Ranchi","JHARKHAND","STC"
"Malsering B.O","835222","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Mesra S.O","835215","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Moreng B.O","835229","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Basia","Gumla","JHARKHAND","STC"
"Murhu S.O","835216","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Murhu","Ranchi","JHARKHAND","STC"
"Murma Nayasarai B.O","835303","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Noadih B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Obera Sundarpur B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Palkot","Gumla","JHARKHAND","STC"
"Pakardanr B.O","835228","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Pandadih B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Pandri B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Phulwartangar B.O","835228","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Piskanagri S.O","835303","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Pojenga B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Palkot","Gumla","JHARKHAND","STC"
"Pokta B.O","835234","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Puso B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Putrungi B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Raghunathpur B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Rahe B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Ramtolaya B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kamdara","Gumla","JHARKHAND","STC"
"Ratu S.O","835222","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Salegutu B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kamdara","Gumla","JHARKHAND","STC"
"Samsera B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Satakanadu B.O","834006","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Simlia B.O","835222","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Sisai S.O (Gumla)","835324","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Sonahatu B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Srinagar B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Sukurhutu B.O","834006","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Sundari B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Taisera B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Tetebandrampur B.O","835101","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Tirla B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Tuko B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Vijaygiri B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Amalia B.O","835203","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Ambajharia B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Anjan B.O","835233","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Toto","Gumla","JHARKHAND","STC"
"Banapiri B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Banki B.O","835201","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bano","Simdega","JHARKHAND","STC"
"Banthahazam B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Baredih B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Bargaon B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Baruhatu B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Belagara B.O","835208","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Belwadag B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Bhawro B.O","835301","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Biru S.O","835228","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Bishunpur S.O","835231","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Bishunpur","Gumla","JHARKHAND","STC"
"Boreya B.O","834006","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Chirudih B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Dorma B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Gitilgarh B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Hakadua B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Haphu B.O","835229","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Basia","Gumla","JHARKHAND","STC"
"Harmu Housing Colony S.O","834002","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Hatia S.O (Ranchi)","834003","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"HEC Adm Bldg S.O","834004","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Hesadih B.O","835216","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bandgaon","West Singhbhum","JHARKHAND","STC"
"Hotwar B.O","835217","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Hurdag B.O","835221","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Hussir B.O","834006","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Icha B.O","835208","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Jagarnath Nagar Colony S.O","834004","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Janumpiri B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Jate B.O","835216","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Murhu","Ranchi","JHARKHAND","STC"
"Jhikochatti B.O","835203","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Jingi B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","NA","Lohardaga","JHARKHAND","STC"
"Jokbahar B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Kakaria B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Kaliga B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Kanke S.O","834006","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Kanke","Ranchi","JHARKHAND","STC"
"Karkari B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Karomdi B.O","835232","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gomla","Gumla","JHARKHAND","STC"
"Karra S.O","835209","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Khatanga B.O","835227","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Torpa","Ranchi","JHARKHAND","STC"
"Khatri Khatanga B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Kodapani B.O","835226","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Konaskela B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Kuchu B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Kurag B.O","835231","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Lalpur S.O (Ranchi)","834001","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Lasia B.O","835211","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolibera","Simdega","JHARKHAND","STC"
"Latakel B.O","835201","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Bano","Simdega","JHARKHAND","STC"
"Lota B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Mahuajari B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Makka B.O","835214","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Mandru B.O","835301","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Morabadi S.O","834008","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Murgu B.O","835324","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Sisai","Gumla","JHARKHAND","STC"
"Nehalu B.O","835202","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bero","Ranchi","JHARKHAND","STC"
"Ormanjhi S.O","835219","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Pabeya B.O","835203","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Pali B.O","835205","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Mandar","Ranchi","JHARKHAND","STC"
"Pancha B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Parasi B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Phudi B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Pundidiri B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Rajaulatu B.O","834010","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Namkum","Ranchi","JHARKHAND","STC"
"Rampur B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Ranchi Medical College Campus S.O","834009","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Rania B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Rania","Ranchi","JHARKHAND","STC"
"Ranikhatanga B.O","835301","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Sadma B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Sahijana B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ohardaga","Gumla","JHARKHAND","STC"
"Sakra B.O","835301","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Saparam B.O","835303","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Sarbo B.O","835227","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Rania","Ranchi","JHARKHAND","STC"
"Sikidiri B.O","835219","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Sirum B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Subarnrekha Hydai Project B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Taimara B.O","835204","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Bundu","Ranchi","JHARKHAND","STC"
"Taisera B.O","835223","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Simdega","Simdega","JHARKHAND","STC"
"Turiamba B.O","835203","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Ulilohar B.O","835225","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Tamar","Ranchi","JHARKHAND","STC"
"Urugutu B.O","835222","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Ratu","Ranchi","JHARKHAND","STC"
"Agharma B.O","835211","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolibira","Simdega","JHARKHAND","STC"
"Angara B.O","835103","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Angara","Ranchi","JHARKHAND","STC"
"Bagru Hills B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Barwadag B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Barwenagar B.O","835206","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Chainpur","Gumla","JHARKHAND","STC"
"Beyasi B.O","835301","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Itki","Ranchi","JHARKHAND","STC"
"Bilingbira B.O","835220","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Palkot","Gumla","JHARKHAND","STC"
"Binda Bazar B.O","835216","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Murhu","Ranchi","JHARKHAND","STC"
"Birda B.O","835209","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Karra","Ranchi","JHARKHAND","STC"
"Bongaiburu B.O","835102","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Boroseta B.O","835211","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Kolebira","Simdega","JHARKHAND","STC"
"Champijaria B.O","835213","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Kuru","Lohardaga","JHARKHAND","STC"
"Chandra B.O","835219","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ormanjhi","Ranchi","JHARKHAND","STC"
"Chandwa B.O","835217","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Chotamuri S.O","835101","S.O","Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
"Church Road S.O","834001","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Chutia S.O","834001","S.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Danekera B.O","835203","B.O","Delivery","Ranchi","Ranchi","Jharkhand","Gumla","Gumla","JHARKHAND","STC"
"Dundigara B.O","835221","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Ranchi","Ranchi","JHARKHAND","STC"
"Gageya B.O","835302","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Lohardaga","Lohardaga","JHARKHAND","STC"
"Gara B.O","835229","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Basia","Gumla","JHARKHAND","STC"
"Gutjora B.O","835210","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Khunti","Ranchi","JHARKHAND","STC"
"Hakedag B.O","835101","B.O","Non-Delivery","Ranchi","Ranchi","Jharkhand","Silli","Ranchi","JHARKHAND","STC"
